name,class,hasJson,train
tsg-311689e485d5f31ca10b9fee94a00b52a56acd680f7e08fe627f2616131ac1ce,4,0,1
tsg-444e38fe07971acc2c9e7a769cf89cd214,4,0,1
tsg-529cscufbc,4,0,1
tsg-52wt6tag,4,0,0
tsg-65r6fhhf,4,0,1
tsg-80f9b0694f,4,0,0
tsg-891kih6t,4,0,0
tsg-8sdf7824hsfd,4,0,1
tsg-_20211109232913asdfu2ghf_1024x768,4,0,0
tsg-ashgxkpoc,4,0,1
tsg-ba2d117587a07017ae5f4116cff7b9bc,4,0,0
tsg-Bjtdasfbrarsdf43jye542y,4,0,1
tsg-bkfrudf94909,4,0,1
tsg-bzskucw4sxs,4,0,0
tsg-c1493gwcnj,4,0,0
tsg-ckcyvunol93580547,4,0,1
tsg-cnbiifk12588,4,0,1
tsg-ddgsafg3,4,0,1
tsg-defg1236,4,0,1
tsg-defg1237,4,0,1
tsg-e0f1baa,4,0,0
tsg-ee98r7w29q7,4,0,1
tsg-f90qjfg8,4,0,1
tsg-fa51f199b28dc4f9edb46f185fe33644,4,0,1
TSG-fsa161gs611g5,4,0,1
tsg-fuf9e21,4,0,1
tsg-ghsdyfc4d,4,0,0
tsg-gkbuhkhnb7569780,4,0,1
tsg-hduqigdiqa,4,0,1
tsg-hf55hm,4,0,0
tsg-is9eo15k22,4,0,1
tsg-jd8293yriunekj819,4,0,1
tsg-jiashi12412,4,0,0
tsg-jkd336,4,0,0
tsg-Keichitsg1,4,0,1
tsg-Keichitsg3,4,0,1
tsg-Keichitsg4,4,0,1
tsg-kfj,4,0,0
tsg-lut4ikfd1g3x2v3,4,0,0
TSG-NGOOHO1561651,4,0,1
tsg-nkwq3sy8b7,4,0,1
tsg-oi58gj4nd4,4,0,1
tsg-oiz76r58gh,4,0,1
tsg-qwalan21497,4,0,1
tsg-qwalan51832,4,0,0
tsg-UG56gs,4,0,1
TSG-VE11111,4,0,1
TSG-VE33333,4,0,1
tsg-xiazai287658,4,0,1
tsg-xtz192810551,4,0,1
tsg-y6t48dhngf512,4,0,1
tsg-y76fhb,4,0,1
tsg-yKZFjomrsedKhXsE,4,0,1
tsg-yu875kjxc4,4,0,1
tsg-zijipai09284,4,0,1
tyht-1109193255,5,0,1
tyht-12005620dgweu,5,0,1
tyht-18281166w1,5,0,1
tyht-18281166w2,5,0,1
tyht-1921133203,5,0,1
TYHT-192812473,5,0,1
TYHT-192812474,5,0,1
tyht-195sdafa,5,0,1
tyht-20211103190053,5,0,1
tyht-20211103190118,5,0,0
tyht-20211109-148273,5,0,0
tyht-20211109-234454,5,0,1
tyht-2e7ea62e7b,5,0,1
tyht-326234aheo,5,0,0
tyht-590jffa,5,0,1
tyht-610cfd27bc4a33c860b754d7afd84db7,5,0,0
tyht-6464941(1)_gzjeweo_1010x660,5,0,0
tyht-871O6YRfJJU1BShS,5,0,1
tyht-912ur8euhijskdan,5,0,1
tyht-984y65jf31mg23,5,0,1
tyht-a8743j84kl,5,0,1
tyht-ashdagdyua,5,0,1
tyht-b306ef002328ff97a6c5b24062d90dfe,5,0,1
tyht-BCiWq6MToFcybJo8,5,0,1
tyht-bgcusnde5,5,0,0
tyht-cauisf85872,5,0,1
tyht-cbe5d0,5,0,1
tyht-cqff3w,5,0,1
tyht-dkj356,5,0,0
tyht-efgh1236,5,0,0
tyht-efgh1237,5,0,0
TYHT-f1564g6sg,5,0,1
tyht-f2h738v,5,0,1
tyht-fankl28,5,0,1
tyht-fe0868ffce,5,0,1
tyht-fkp656,5,0,0
tyht-GFdxr32,5,0,1
tyht-gjsd8467j,5,0,1
tyht-hbsciuhx5c,5,0,1
TYHT-hiof156884fsf,5,0,1
tyht-hjskanzua,5,0,0
tyht-hkgd58r,5,0,1
tyht-i98nhbgnhb,5,0,1
tyht-iadsf990,5,0,1
tyht-ioadsif89,5,0,1
tyht-iogfsdgs3,5,0,1
tyht-iogfsdgs4,5,0,1
tyht-kfctvulb947636,5,0,1
tyht-lacde5zce,5,0,1
tyht-nc89y93hfkjsd,5,0,1
tyht-quhen2158,5,0,1
tyht-rdEW65,5,0,1
tyht-rfdEE4,5,0,1
tyht-SFdr43,5,0,1
tyht-tydrti57693097,5,0,1
tyht-uhbfdsw232,5,0,1
tyht-v39whs,5,0,1
TYHT-VE11111,5,0,1
TYHT-VE44444,5,0,1
tyht-voxs941b1b,5,0,1
tyht-xtz192810551,5,0,0
all_souls_000000,0,0,1
all_souls_000001,0,0,1
all_souls_000002,0,0,1
all_souls_000003,0,0,1
all_souls_000005,0,0,1
all_souls_000006,0,0,1
all_souls_000007,0,0,1
all_souls_000008,0,0,1
all_souls_000010,0,0,1
all_souls_000011,0,0,1
all_souls_000012,0,0,1
all_souls_000013,0,0,1
all_souls_000014,0,0,1
all_souls_000015,0,0,1
all_souls_000016,0,0,1
all_souls_000017,0,0,1
all_souls_000018,0,0,1
all_souls_000019,0,0,1
all_souls_000020,0,0,1
all_souls_000021,0,0,1
all_souls_000022,0,0,1
all_souls_000026,0,0,1
all_souls_000027,0,0,1
all_souls_000028,0,0,1
all_souls_000029,0,0,1
all_souls_000031,0,0,1
all_souls_000033,0,0,1
all_souls_000034,0,0,1
all_souls_000035,0,0,1
all_souls_000039,0,0,1
all_souls_000040,0,0,1
all_souls_000041,0,0,1
all_souls_000042,0,0,1
all_souls_000044,0,0,1
all_souls_000045,0,0,1
all_souls_000047,0,0,1
all_souls_000048,0,0,1
all_souls_000051,0,0,1
all_souls_000053,0,0,1
all_souls_000054,0,0,1
all_souls_000055,0,0,1
all_souls_000057,0,0,1
all_souls_000059,0,0,1
all_souls_000060,0,0,1
all_souls_000061,0,0,1
all_souls_000062,0,0,1
all_souls_000063,0,0,1
all_souls_000064,0,0,1
all_souls_000065,0,0,1
all_souls_000066,0,0,1
all_souls_000067,0,0,1
all_souls_000068,0,0,1
all_souls_000070,0,0,1
all_souls_000072,0,0,1
all_souls_000073,0,0,1
all_souls_000075,0,0,1
all_souls_000076,0,0,1
all_souls_000080,0,0,1
all_souls_000084,0,0,1
all_souls_000085,0,0,1
all_souls_000087,0,0,1
all_souls_000090,0,0,1
all_souls_000091,0,0,1
all_souls_000093,0,0,1
all_souls_000095,0,0,1
all_souls_000097,0,0,1
all_souls_000099,0,0,1
all_souls_000100,0,0,1
all_souls_000101,0,0,1
all_souls_000102,0,0,1
all_souls_000103,0,0,1
all_souls_000105,0,0,1
all_souls_000106,0,0,1
all_souls_000107,0,0,1
all_souls_000110,0,0,1
all_souls_000114,0,0,1
all_souls_000117,0,0,1
all_souls_000119,0,0,1
all_souls_000120,0,0,1
all_souls_000126,0,0,1
all_souls_000130,0,0,1
all_souls_000131,0,0,1
all_souls_000132,0,0,1
all_souls_000133,0,0,1
all_souls_000134,0,0,1
all_souls_000136,0,0,1
all_souls_000140,0,0,1
all_souls_000142,0,0,1
all_souls_000143,0,0,1
all_souls_000144,0,0,1
all_souls_000145,0,0,1
all_souls_000146,0,0,1
all_souls_000148,0,0,1
all_souls_000149,0,0,1
all_souls_000150,0,0,1
all_souls_000151,0,0,1
all_souls_000152,0,0,1
all_souls_000153,0,0,1
all_souls_000157,0,0,1
all_souls_000159,0,0,1
all_souls_000160,0,0,1
all_souls_000161,0,0,1
all_souls_000162,0,0,1
all_souls_000167,0,0,1
all_souls_000174,0,0,1
all_souls_000175,0,0,1
all_souls_000176,0,0,1
all_souls_000180,0,0,1
all_souls_000181,0,0,1
all_souls_000182,0,0,1
all_souls_000183,0,0,1
all_souls_000184,0,0,1
all_souls_000186,0,0,1
all_souls_000188,0,0,1
all_souls_000190,0,0,1
all_souls_000191,0,0,1
all_souls_000192,0,0,1
all_souls_000193,0,0,1
all_souls_000197,0,0,1
all_souls_000202,0,0,1
all_souls_000205,0,0,1
all_souls_000206,0,0,1
all_souls_000207,0,0,1
all_souls_000208,0,0,1
all_souls_000209,0,0,1
all_souls_000210,0,0,1
all_souls_000213,0,0,1
all_souls_000214,0,0,1
all_souls_000215,0,0,1
all_souls_000216,0,0,1
all_souls_000219,0,0,1
all_souls_000220,0,0,1
ashmolean_000000,0,0,1
ashmolean_000002,0,0,1
ashmolean_000003,0,0,1
ashmolean_000005,0,0,1
ashmolean_000007,0,0,1
ashmolean_000010,0,0,1
ashmolean_000012,0,0,1
ashmolean_000014,0,0,1
ashmolean_000016,0,0,1
ashmolean_000024,0,0,1
ashmolean_000025,0,0,1
ashmolean_000028,0,0,1
ashmolean_000033,0,0,1
ashmolean_000036,0,0,1
ashmolean_000052,0,0,1
ashmolean_000058,0,0,1
ashmolean_000059,0,0,1
ashmolean_000060,0,0,1
ashmolean_000061,0,0,1
ashmolean_000062,0,0,1
ashmolean_000063,0,0,1
ashmolean_000064,0,0,1
ashmolean_000065,0,0,1
ashmolean_000066,0,0,1
ashmolean_000067,0,0,1
ashmolean_000076,0,0,1
ashmolean_000077,0,0,1
ashmolean_000078,0,0,1
ashmolean_000079,0,0,1
ashmolean_000080,0,0,1
ashmolean_000082,0,0,1
ashmolean_000083,0,0,1
ashmolean_000087,0,0,1
ashmolean_000088,0,0,1
ashmolean_000090,0,0,1
ashmolean_000093,0,0,1
ashmolean_000094,0,0,1
ashmolean_000096,0,0,1
ashmolean_000097,0,0,1
ashmolean_000098,0,0,1
ashmolean_000099,0,0,1
ashmolean_000104,0,0,1
ashmolean_000106,0,0,1
ashmolean_000107,0,0,1
ashmolean_000109,0,0,1
ashmolean_000112,0,0,1
ashmolean_000114,0,0,1
ashmolean_000116,0,0,1
ashmolean_000117,0,0,1
ashmolean_000118,0,0,1
ashmolean_000119,0,0,1
ashmolean_000120,0,0,1
ashmolean_000121,0,0,1
ashmolean_000122,0,0,1
ashmolean_000123,0,0,1
ashmolean_000124,0,0,1
ashmolean_000125,0,0,1
ashmolean_000126,0,0,1
ashmolean_000129,0,0,1
ashmolean_000145,0,0,1
ashmolean_000147,0,0,1
ashmolean_000148,0,0,1
ashmolean_000149,0,0,1
ashmolean_000150,0,0,1
ashmolean_000151,0,0,1
ashmolean_000153,0,0,1
ashmolean_000154,0,0,1
ashmolean_000155,0,0,1
ashmolean_000164,0,0,1
ashmolean_000166,0,0,1
ashmolean_000167,0,0,1
ashmolean_000168,0,0,1
ashmolean_000169,0,0,1
ashmolean_000170,0,0,1
ashmolean_000171,0,0,1
ashmolean_000172,0,0,1
ashmolean_000173,0,0,1
ashmolean_000174,0,0,1
ashmolean_000175,0,0,1
ashmolean_000176,0,0,1
ashmolean_000177,0,0,1
ashmolean_000178,0,0,1
ashmolean_000179,0,0,1
ashmolean_000180,0,0,1
ashmolean_000183,0,0,1
ashmolean_000184,0,0,1
ashmolean_000185,0,0,1
ashmolean_000186,0,0,1
ashmolean_000187,0,0,1
ashmolean_000188,0,0,1
ashmolean_000192,0,0,1
ashmolean_000193,0,0,1
ashmolean_000196,0,0,1
ashmolean_000197,0,0,1
ashmolean_000198,0,0,1
ashmolean_000200,0,0,1
ashmolean_000201,0,0,1
ashmolean_000202,0,0,1
ashmolean_000203,0,0,1
ashmolean_000205,0,0,1
ashmolean_000206,0,0,1
ashmolean_000207,0,0,1
ashmolean_000208,0,0,1
ashmolean_000209,0,0,1
ashmolean_000210,0,0,1
ashmolean_000211,0,0,1
ashmolean_000212,0,0,1
ashmolean_000213,0,0,1
ashmolean_000214,0,0,1
ashmolean_000215,0,0,1
ashmolean_000216,0,0,1
ashmolean_000217,0,0,1
ashmolean_000218,0,0,1
ashmolean_000219,0,0,1
ashmolean_000220,0,0,1
ashmolean_000221,0,0,1
ashmolean_000222,0,0,1
ashmolean_000223,0,0,1
ashmolean_000224,0,0,1
ashmolean_000225,0,0,1
ashmolean_000227,0,0,1
ashmolean_000228,0,0,1
ashmolean_000229,0,0,1
ashmolean_000230,0,0,1
ashmolean_000231,0,0,1
ashmolean_000232,0,0,1
ashmolean_000233,0,0,1
ashmolean_000236,0,0,1
ashmolean_000241,0,0,1
ashmolean_000242,0,0,1
ashmolean_000243,0,0,1
ashmolean_000244,0,0,1
ashmolean_000245,0,0,1
ashmolean_000246,0,0,1
ashmolean_000247,0,0,1
ashmolean_000248,0,0,1
ashmolean_000249,0,0,1
ashmolean_000250,0,0,1
ashmolean_000251,0,0,1
ashmolean_000252,0,0,1
ashmolean_000254,0,0,1
ashmolean_000255,0,0,1
ashmolean_000256,0,0,1
ashmolean_000257,0,0,1
ashmolean_000258,0,0,1
ashmolean_000259,0,0,1
ashmolean_000260,0,0,1
ashmolean_000261,0,0,1
ashmolean_000262,0,0,1
ashmolean_000263,0,0,1
ashmolean_000265,0,0,1
ashmolean_000266,0,0,1
ashmolean_000269,0,0,1
ashmolean_000270,0,0,1
ashmolean_000273,0,0,1
ashmolean_000274,0,0,1
ashmolean_000276,0,0,1
ashmolean_000278,0,0,1
ashmolean_000279,0,0,1
ashmolean_000280,0,0,1
ashmolean_000281,0,0,1
ashmolean_000283,0,0,1
ashmolean_000285,0,0,1
ashmolean_000286,0,0,1
ashmolean_000287,0,0,1
ashmolean_000288,0,0,1
ashmolean_000289,0,0,1
ashmolean_000290,0,0,1
ashmolean_000291,0,0,1
ashmolean_000292,0,0,1
ashmolean_000294,0,0,1
ashmolean_000296,0,0,1
ashmolean_000297,0,0,1
ashmolean_000298,0,0,1
ashmolean_000301,0,0,1
ashmolean_000302,0,0,1
ashmolean_000303,0,0,1
ashmolean_000304,0,0,1
ashmolean_000305,0,0,1
ashmolean_000306,0,0,1
ashmolean_000307,0,0,1
ashmolean_000309,0,0,1
ashmolean_000310,0,0,1
ashmolean_000314,0,0,1
ashmolean_000316,0,0,1
ashmolean_000322,0,0,1
ashmolean_000324,0,0,1
ashmolean_000326,0,0,1
ashmolean_000331,0,0,1
ashmolean_000334,0,0,1
ashmolean_000336,0,0,1
ashmolean_000337,0,0,1
ashmolean_000339,0,0,1
ashmolean_000345,0,0,1
ashmolean_000350,0,0,1
balliol_000000,0,0,1
balliol_000007,0,0,1
balliol_000010,0,0,1
balliol_000011,0,0,1
balliol_000012,0,0,1
balliol_000013,0,0,1
balliol_000014,0,0,1
balliol_000015,0,0,1
balliol_000016,0,0,1
balliol_000017,0,0,1
balliol_000018,0,0,1
balliol_000019,0,0,1
balliol_000020,0,0,1
balliol_000021,0,0,1
balliol_000022,0,0,1
balliol_000023,0,0,1
balliol_000024,0,0,1
balliol_000025,0,0,1
balliol_000026,0,0,1
balliol_000027,0,0,1
balliol_000028,0,0,1
balliol_000031,0,0,1
balliol_000032,0,0,1
balliol_000033,0,0,1
balliol_000034,0,0,1
balliol_000035,0,0,1
balliol_000036,0,0,1
balliol_000037,0,0,1
balliol_000038,0,0,1
balliol_000039,0,0,1
balliol_000040,0,0,1
balliol_000042,0,0,1
balliol_000043,0,0,1
balliol_000044,0,0,1
balliol_000045,0,0,1
balliol_000046,0,0,1
balliol_000047,0,0,1
balliol_000048,0,0,1
balliol_000049,0,0,1
balliol_000050,0,0,1
balliol_000051,0,0,1
balliol_000052,0,0,1
balliol_000053,0,0,1
balliol_000054,0,0,1
balliol_000055,0,0,1
balliol_000056,0,0,1
balliol_000057,0,0,1
balliol_000058,0,0,1
balliol_000059,0,0,1
balliol_000060,0,0,1
balliol_000061,0,0,1
balliol_000062,0,0,1
balliol_000064,0,0,1
balliol_000065,0,0,1
balliol_000066,0,0,1
balliol_000067,0,0,1
balliol_000069,0,0,1
balliol_000071,0,0,1
balliol_000073,0,0,1
balliol_000075,0,0,1
balliol_000077,0,0,1
balliol_000078,0,0,1
balliol_000079,0,0,1
balliol_000080,0,0,1
balliol_000081,0,0,1
balliol_000082,0,0,1
balliol_000083,0,0,1
balliol_000084,0,0,1
balliol_000085,0,0,1
balliol_000090,0,0,1
balliol_000094,0,0,1
balliol_000095,0,0,1
balliol_000096,0,0,1
balliol_000097,0,0,1
balliol_000098,0,0,1
balliol_000099,0,0,1
balliol_000100,0,0,1
balliol_000101,0,0,1
balliol_000102,0,0,1
balliol_000103,0,0,1
balliol_000104,0,0,1
balliol_000105,0,0,1
balliol_000106,0,0,1
balliol_000107,0,0,1
balliol_000108,0,0,1
balliol_000109,0,0,1
balliol_000110,0,0,1
balliol_000111,0,0,1
balliol_000112,0,0,1
balliol_000113,0,0,1
balliol_000114,0,0,1
balliol_000115,0,0,1
balliol_000116,0,0,1
balliol_000117,0,0,1
balliol_000118,0,0,1
balliol_000119,0,0,1
balliol_000120,0,0,1
balliol_000121,0,0,1
balliol_000122,0,0,1
balliol_000123,0,0,1
balliol_000124,0,0,1
balliol_000134,0,0,1
balliol_000135,0,0,1
balliol_000136,0,0,1
balliol_000137,0,0,1
balliol_000138,0,0,1
balliol_000143,0,0,1
balliol_000144,0,0,1
balliol_000145,0,0,1
balliol_000146,0,0,1
balliol_000147,0,0,1
balliol_000148,0,0,1
balliol_000149,0,0,1
balliol_000151,0,0,1
balliol_000152,0,0,1
balliol_000153,0,0,1
balliol_000154,0,0,1
balliol_000155,0,0,1
balliol_000156,0,0,1
balliol_000157,0,0,1
balliol_000158,0,0,1
balliol_000159,0,0,1
balliol_000160,0,0,1
balliol_000161,0,0,1
balliol_000162,0,0,1
balliol_000163,0,0,1
balliol_000164,0,0,1
balliol_000165,0,0,1
balliol_000167,0,0,1
balliol_000168,0,0,1
balliol_000169,0,0,1
balliol_000170,0,0,1
balliol_000171,0,0,1
balliol_000172,0,0,1
balliol_000173,0,0,1
balliol_000178,0,0,1
balliol_000181,0,0,1
balliol_000184,0,0,1
balliol_000187,0,0,1
balliol_000188,0,0,1
balliol_000189,0,0,1
balliol_000191,0,0,1
balliol_000192,0,0,1
balliol_000194,0,0,1
balliol_000196,0,0,1
balliol_000197,0,0,1
balliol_000198,0,0,1
balliol_000202,0,0,1
balliol_000204,0,0,1
balliol_000205,0,0,1
balliol_000208,0,0,1
balliol_000209,0,0,1
balliol_000211,0,0,1
balliol_000213,0,0,1
bodleian_000000,0,0,1
bodleian_000001,0,0,1
bodleian_000002,0,0,1
bodleian_000007,0,0,1
bodleian_000009,0,0,1
bodleian_000010,0,0,1
bodleian_000012,0,0,1
bodleian_000013,0,0,1
bodleian_000014,0,0,1
bodleian_000015,0,0,1
bodleian_000016,0,0,1
bodleian_000017,0,0,1
bodleian_000019,0,0,1
bodleian_000021,0,0,1
bodleian_000023,0,0,1
bodleian_000024,0,0,1
bodleian_000025,0,0,1
bodleian_000027,0,0,1
bodleian_000036,0,0,1
bodleian_000037,0,0,1
bodleian_000038,0,0,1
bodleian_000040,0,0,1
bodleian_000041,0,0,1
bodleian_000043,0,0,1
bodleian_000049,0,0,1
bodleian_000050,0,0,1
bodleian_000052,0,0,1
bodleian_000056,0,0,1
bodleian_000058,0,0,1
bodleian_000060,0,0,1
bodleian_000061,0,0,1
bodleian_000062,0,0,1
bodleian_000067,0,0,1
bodleian_000069,0,0,1
bodleian_000070,0,0,1
bodleian_000072,0,0,1
bodleian_000073,0,0,1
bodleian_000076,0,0,1
bodleian_000077,0,0,1
bodleian_000081,0,0,1
bodleian_000083,0,0,1
bodleian_000084,0,0,1
bodleian_000085,0,0,1
bodleian_000088,0,0,1
bodleian_000090,0,0,1
bodleian_000094,0,0,1
bodleian_000095,0,0,1
bodleian_000096,0,0,1
bodleian_000101,0,0,1
bodleian_000102,0,0,1
bodleian_000104,0,0,1
bodleian_000105,0,0,1
bodleian_000106,0,0,1
bodleian_000107,0,0,1
bodleian_000108,0,0,1
bodleian_000115,0,0,1
bodleian_000116,0,0,1
bodleian_000119,0,0,1
bodleian_000120,0,0,1
bodleian_000128,0,0,1
bodleian_000129,0,0,1
bodleian_000132,0,0,1
bodleian_000134,0,0,1
bodleian_000135,0,0,1
bodleian_000136,0,0,1
bodleian_000139,0,0,1
bodleian_000140,0,0,1
bodleian_000146,0,0,1
bodleian_000148,0,0,1
bodleian_000150,0,0,1
bodleian_000152,0,0,1
bodleian_000163,0,0,1
bodleian_000164,0,0,1
bodleian_000165,0,0,1
bodleian_000167,0,0,1
bodleian_000168,0,0,1
bodleian_000170,0,0,1
bodleian_000173,0,0,1
bodleian_000179,0,0,1
bodleian_000186,0,0,1
bodleian_000187,0,0,1
bodleian_000189,0,0,1
bodleian_000190,0,0,1
bodleian_000191,0,0,1
bodleian_000192,0,0,1
bodleian_000194,0,0,1
bodleian_000198,0,0,1
bodleian_000201,0,0,1
bodleian_000202,0,0,1
bodleian_000207,0,0,1
bodleian_000208,0,0,1
bodleian_000226,0,0,1
bodleian_000232,0,0,1
bodleian_000236,0,0,1
bodleian_000237,0,0,1
bodleian_000238,0,0,1
bodleian_000242,0,0,1
bodleian_000244,0,0,1
bodleian_000246,0,0,1
bodleian_000248,0,0,1
bodleian_000249,0,0,1
bodleian_000253,0,0,1
bodleian_000255,0,0,1
bodleian_000258,0,0,1
bodleian_000262,0,0,1
bodleian_000264,0,0,1
bodleian_000265,0,0,1
bodleian_000267,0,0,1
bodleian_000275,0,0,1
bodleian_000282,0,0,1
bodleian_000283,0,0,1
bodleian_000285,0,0,1
bodleian_000287,0,0,1
bodleian_000288,0,0,1
bodleian_000289,0,0,1
bodleian_000290,0,0,1
bodleian_000291,0,0,1
bodleian_000294,0,0,1
bodleian_000298,0,0,1
bodleian_000300,0,0,1
bodleian_000301,0,0,1
bodleian_000303,0,0,1
bodleian_000311,0,0,1
bodleian_000316,0,0,1
bodleian_000317,0,0,1
bodleian_000318,0,0,1
bodleian_000319,0,0,1
bodleian_000320,0,0,1
bodleian_000321,0,0,1
bodleian_000322,0,0,1
bodleian_000323,0,0,1
bodleian_000324,0,0,1
bodleian_000325,0,0,1
bodleian_000326,0,0,1
bodleian_000328,0,0,1
bodleian_000329,0,0,1
bodleian_000330,0,0,1
bodleian_000337,0,0,1
bodleian_000338,0,0,1
bodleian_000339,0,0,1
bodleian_000340,0,0,1
bodleian_000341,0,0,1
bodleian_000345,0,0,1
bodleian_000348,0,0,1
bodleian_000351,0,0,1
bodleian_000354,0,0,1
bodleian_000355,0,0,1
bodleian_000356,0,0,1
bodleian_000357,0,0,1
bodleian_000359,0,0,1
bodleian_000360,0,0,1
bodleian_000361,0,0,1
bodleian_000363,0,0,1
bodleian_000364,0,0,1
bodleian_000365,0,0,1
bodleian_000366,0,0,1
bodleian_000367,0,0,1
bodleian_000368,0,0,1
bodleian_000370,0,0,1
bodleian_000371,0,0,1
bodleian_000375,0,0,1
bodleian_000376,0,0,1
bodleian_000377,0,0,1
bodleian_000378,0,0,1
bodleian_000379,0,0,1
bodleian_000380,0,0,1
bodleian_000381,0,0,1
bodleian_000382,0,0,1
bodleian_000383,0,0,1
bodleian_000384,0,0,1
bodleian_000385,0,0,1
bodleian_000386,0,0,1
bodleian_000387,0,0,1
bodleian_000388,0,0,1
bodleian_000389,0,0,1
bodleian_000391,0,0,1
bodleian_000395,0,0,1
bodleian_000396,0,0,1
bodleian_000398,0,0,1
bodleian_000400,0,0,1
bodleian_000401,0,0,1
bodleian_000405,0,0,1
bodleian_000407,0,0,1
bodleian_000408,0,0,1
bodleian_000409,0,0,1
bodleian_000410,0,0,1
bodleian_000411,0,0,1
bodleian_000412,0,0,1
bodleian_000416,0,0,1
bodleian_000417,0,0,1
bodleian_000418,0,0,1
bodleian_000419,0,0,1
bodleian_000420,0,0,1
bodleian_000422,0,0,1
bodleian_000424,0,0,1
bodleian_000425,0,0,1
bodleian_000426,0,0,1
bodleian_000427,0,0,1
bodleian_000429,0,0,1
bodleian_000430,0,0,1
bodleian_000434,0,0,1
bodleian_000437,0,0,1
bodleian_000438,0,0,1
bodleian_000441,0,0,1
bodleian_000443,0,0,1
bodleian_000444,0,0,1
bodleian_000445,0,0,1
bodleian_000446,0,0,1
bodleian_000447,0,0,1
bodleian_000450,0,0,1
bodleian_000460,0,0,1
bodleian_000465,0,0,1
bodleian_000471,0,0,1
bodleian_000473,0,0,1
christ_church_000000,0,0,1
christ_church_000001,0,0,1
christ_church_000002,0,0,1
christ_church_000003,0,0,1
christ_church_000005,0,0,1
christ_church_000011,0,0,1
christ_church_000012,0,0,1
christ_church_000014,0,0,1
christ_church_000035,0,0,1
christ_church_000038,0,0,1
christ_church_000040,0,0,1
christ_church_000042,0,0,1
christ_church_000043,0,0,1
christ_church_000045,0,0,1
christ_church_000048,0,0,1
christ_church_000049,0,0,1
christ_church_000050,0,0,1
christ_church_000051,0,0,1
christ_church_000052,0,0,1
christ_church_000053,0,0,1
christ_church_000054,0,0,1
christ_church_000055,0,0,1
christ_church_000058,0,0,1
christ_church_000059,0,0,1
christ_church_000061,0,0,1
christ_church_000062,0,0,1
christ_church_000063,0,0,1
christ_church_000064,0,0,1
christ_church_000066,0,0,1
christ_church_000067,0,0,1
christ_church_000069,0,0,1
christ_church_000070,0,0,1
christ_church_000071,0,0,1
christ_church_000072,0,0,1
christ_church_000073,0,0,1
christ_church_000074,0,0,1
christ_church_000076,0,0,1
christ_church_000077,0,0,1
christ_church_000078,0,0,1
christ_church_000079,0,0,1
christ_church_000081,0,0,1
christ_church_000085,0,0,1
christ_church_000086,0,0,1
christ_church_000088,0,0,1
christ_church_000089,0,0,1
christ_church_000090,0,0,1
christ_church_000091,0,0,1
christ_church_000093,0,0,1
christ_church_000096,0,0,1
christ_church_000097,0,0,1
christ_church_000099,0,0,1
christ_church_000100,0,0,1
christ_church_000104,0,0,1
christ_church_000108,0,0,1
christ_church_000115,0,0,1
christ_church_000120,0,0,1
christ_church_000123,0,0,1
christ_church_000125,0,0,1
christ_church_000126,0,0,1
christ_church_000127,0,0,1
christ_church_000128,0,0,1
christ_church_000129,0,0,1
christ_church_000130,0,0,1
christ_church_000131,0,0,1
christ_church_000132,0,0,1
christ_church_000133,0,0,1
christ_church_000134,0,0,1
christ_church_000135,0,0,1
christ_church_000136,0,0,1
christ_church_000137,0,0,1
christ_church_000138,0,0,1
christ_church_000139,0,0,1
christ_church_000140,0,0,1
christ_church_000141,0,0,1
christ_church_000142,0,0,1
christ_church_000143,0,0,1
christ_church_000144,0,0,1
christ_church_000145,0,0,1
christ_church_000146,0,0,1
christ_church_000149,0,0,1
christ_church_000153,0,0,1
christ_church_000154,0,0,1
christ_church_000155,0,0,1
christ_church_000156,0,0,1
christ_church_000157,0,0,1
christ_church_000158,0,0,1
christ_church_000159,0,0,1
christ_church_000160,0,0,1
christ_church_000161,0,0,1
christ_church_000162,0,0,1
christ_church_000163,0,0,1
christ_church_000164,0,0,1
christ_church_000165,0,0,1
christ_church_000166,0,0,1
christ_church_000167,0,0,1
christ_church_000168,0,0,1
christ_church_000169,0,0,1
christ_church_000170,0,0,1
christ_church_000171,0,0,1
christ_church_000172,0,0,1
christ_church_000174,0,0,1
christ_church_000175,0,0,1
christ_church_000176,0,0,1
christ_church_000177,0,0,1
christ_church_000178,0,0,1
christ_church_000179,0,0,1
christ_church_000180,0,0,1
christ_church_000181,0,0,1
christ_church_000182,0,0,1
christ_church_000183,0,0,1
christ_church_000184,0,0,1
christ_church_000185,0,0,1
christ_church_000186,0,0,1
christ_church_000187,0,0,1
christ_church_000188,0,0,1
christ_church_000189,0,0,1
christ_church_000190,0,0,1
christ_church_000191,0,0,1
christ_church_000198,0,0,1
christ_church_000199,0,0,1
christ_church_000208,0,0,1
christ_church_000212,0,0,1
christ_church_000215,0,0,1
christ_church_000217,0,0,1
christ_church_000218,0,0,1
christ_church_000219,0,0,1
christ_church_000220,0,0,1
christ_church_000221,0,0,1
christ_church_000222,0,0,1
christ_church_000224,0,0,1
christ_church_000226,0,0,1
christ_church_000227,0,0,1
christ_church_000228,0,0,1
christ_church_000239,0,0,1
christ_church_000258,0,0,1
christ_church_000259,0,0,1
christ_church_000260,0,0,1
christ_church_000261,0,0,1
christ_church_000262,0,0,1
christ_church_000263,0,0,1
christ_church_000264,0,0,1
christ_church_000268,0,0,1
christ_church_000269,0,0,1
